input_text,target_text
ორანისრვის,ორღანისთვის
ლესსო,ლექსო
ლაუდა,ლაუდა
ქარდავსმ,ქარდავამ
ხოუ,ხოუ
ოქროსფრად,ოქროსფრად
ბიბლირ,ბიბლიურ
მოკზადებული,მომზადებული
დიაჩემებ,დაიჩემებ
მეზდურლადი,მეზდურლარი
სბორტო,საბორტო
აღჭრუვლლ,აღჭურვილ
რეფორმირება,რეფორმირება
ფონეტიკური,ფონეტიკური
გადაებრლცა,გადაებრიცა
ტახშ,ტახს
მიწობისწყალი,მიწობისწყალი
არწყათ,ავრწყათ
საყვირები,საყვირები
ჩვაიცვი,ჩავიცვი
ეკლესიასთან,ეკლესიასთან
აჩიოკ,აჩიკო
შენარჩუნებწსღა,შენარჩუნებასღა
გრძელულვაშა,გრძელულვაშა
შეატყობ,შეატყობ
სოქოსაგნ,სოკოსაგან
აირჩეს,აირჩეს
ბომარშეს,ბომარშეს
დამჯჭირდება,დამჭირდება
თანაბრნძობასა,თანაგრძნობასა
ღაიმე,რაიმე
დასრულრბუალ,დასრულებულა
პოლიციელკეკა,პოლიციელებმა
იპოდრომი,იპოდრომი
ალააკნტლ,ალაკანტი
ზურგს,ზურგს
გაწუენიე,გაწყენიე
მირთმევისა,მირთმევისა
შემინახულა,შემონახულა
სვაზი,სვაზი
მეწათე,მეათე
შემოფრენას,შემოფრენას
პავია,პავია
ჰიობო,ჰიოგო
გადაჯლშად,გადაჯიშდა
მეურნეონივად,მეურნეობრივად
ვიკიპედიწბი,ვიკიპედიები
გაგიგინებს,გაგიცინებს
შეუშალა,შეუშალა
კპნტიმენტებზე,კონტინენტებზე
დაბნელბდა,დაბნელება
ლაინ,ლაინ
ჰისააკ,ჰისააკი
მუნეტაკა,მუნეტაკა
მიხეთქებული,მიხეთქებული
პნატიყხოვი,პანტიუხოვი
შესწორეაბხ,შესწორებას
დარჩენილია,დარჩენილია
დავესწარი,დავესწარი
აიგცო,აიგდო
აგდავაგდე,გადავაგდე
საწაზტმოებითაა,საწარმოებითაა
საეკლესიოზე,საეკლესიოზე
სმაართალსამცავი,სამართალდამცავი
მილენიუმი,მილენიუმი
შევჩურვულე,შევჩურჩულე
ჰიწუილა,გაიწუილა
გერარ,გერრა
უფამლა,უფალმა
დრიეკი,დრეიკი
ვაუქმებლად,გაუქმებულად
ესიქომო,ესიქომი
მოავშირდ,მოკავშირე
კაპოდისტრასი,კაპოდისტრიასი
ენ,ენა
გუფიელებმა,გურიელებმა
ისახავდნენ,ისახავდნენ
ოეთილონიერი,კეთილგონიერი
მიწრულის,მიწერულის
გამოგზავნს,გამოგზავნოს
მქრისა,ქმრისა
მიუცუა,მიუცია
ბლაგჰვი,ბლაგვი
ასრისუ,სარისუ
სომბსაც,ზომებსაც
ფიზლა,ფიალა
უყრეში,ყურეში
შარს,შარს
მიწუნბეთ,მიწუნებთ
ოსმალოაბ,ოსმალობა
დაიჩურულა,დაიჩურჩულა
ღოღობერიძეები,ღოღობერიძეები
გაწითპდები,გაწითლდები
ვოკალისტი,ვოკალისტი
ტემზა,ტემზა
სლექტრს,სპექტრს
გამოსახულებებით,გამოსახულებებით
ეროზე,ერდოზე
ლაქსნესი,ლაქსნესი
ქასრაშვილო,ქასრაშვილი
ჭრლიძე,ჭელიძე
მებაირახტერ,მებაირახტრე
სკმკძლავრის,სიმძლავრის
კანნოს,კანონს
ჰდიროჰრაფიულ,ჰიდროგრაფიულ
არგნეტინსლებს,არგენტინელებს
ბოთლშიჩაუსმელი,ბოთლშიჩაუსმელი
მსლავს,მალავს
მუცლად,მუცლად
ახვევს,ახვევს
სასვემთვარეობსა,სავსემთვარეობას
ქევბს,ქვებს
ტუსოს,ტუსოს
ფშაიზმზე,ფაშიზმზე
გოტჰარიდს,გოტჰარდის
პირქუში,პირქუში
ნაკლებდღეღამიან,ნაკლებდღეღამიან
მეფსტოფესი,მეფისტოფელის
იეროში,იერიში
ბაიარე,გაიარე
აბბოქრებლი,აბობოქრებული
ტუნგუსთან,ტუნგუსთან
ცხენისაგან,ცხენისაგან
კრითიოკსთა,კრიტიკოსთა
კუსტი,კუსტი
დაჩქარებუ,დაჩქარებულ
ზარანდიამ,ზარანდიამ
ეზოკში,ეზოში
კუიხ,კუხი
ჩათელავდნენ,ჩათელავდნენ
ალიპი,ალიპი
დომნბაი,დომბაი
სამალკავიდან,სამალავიდან
მიუძღვოკდა,მიუძღვოდა
ვო,ვონ
გარდას,გაზრდას
რიტლრიკა,რიტორიკა
შინამრეწველურ,შინამრეწველურ
დავიგვკანე,დავიგვიანე
აბურჯანია,აბურჯანია
სქა,სქაი
კინოაპარატი,კინოაპარატი
ლაამზო,ლამაზო
ირჩევფს,ირჩევს
მოგბეზოდებათო,მოგბეზოდებათო
იგროს,ტიგროს
ამრაცხრბდა,ამარცხებდა
საკრდირო,საკრედიტო
ციხესვაბი,ციხექვაბი
მიმდევარმა,მიმდევარმა
იმზეუმია,მუზეუმია
წაწმოყწნებულ,წამოყენებულ
რეპრესირებულები,რეპრესირებულები
დაჯგუფებებჯსა,დაჯგუფებებისა
მთიდან,მთიდან
ულა,ულა
ჰამოატთვი,გამოართვი
თალიგანსი,თალიბანის
სიარული,სიარული
თავისუფვლდებოდა,თავისუფლდებოდა
ქრელიშვიილ,ქარელიშვილი
კვქრთში,კვართში
მელბურნწი,მელბურნში
ოხლო,ხოლო
ჰელყასოინ,ჰელგასონი
დაჭიყტა,დაჭყიტა
დაუმათვრა,დაუმთავრა
ჭინჭარაუილ,ჭინჭარაული
მდინაზრესა,მდინარესა
სიალოვის,სიახლოვის
კონსტანტინოპოლიდან,კონსტანტინოპოლიდან
მხარ,მხარ
შქდებოდ,შუქდებოდა
გამოძაზეწბის,გამოძახების
მიუხედანდა,მიუხედანად
მოხგიდდოე,მოხვიდოდე
გაწყვეტის,გაწყვეტის
ავიკვიატებდით,ავიკვიატებდით
რწმუნსბებზე,რწმუნებებზე
ხალჰთა,ხალხთა
ამნსკერტის,მანასკერტის
მოუწოდებდა,მოუწოდებდა
დასჭირვებია,დასჭირვებია
კრუზი,კრუზი
ორდრს,ორდერს
გამოსხივება,გამოსხივება
დაჭრითლაჰან,დაჭრილთაგან
კვდავყოს,უკვდავყოს
ტფომსლავ,ტომისლავ
კვიკვიძე,კვიკვიძე
გამოქვაბულებით,გამოქვაბულებით
დასალეთისკენ,დასავლეთისკენ
აჟვეიფში,აჟვეიფში
რეორაგყჯიზებული,რეორგანიზებული
ვახტანგიო,ვახტანგი
ფარცხსიი,ფარცხისი
ჰენკოკი,ჰენკოკი
კურსშში,კურსში
ილიუზიონისტივტ,ილიუზიონისტივით
წაჯაპიროებიხ,სანაპიროების
ნატიოქიაწ,ანტიოქიას
მორბედაანი,მორბედაანი
სადგურის,სადგურისა
გამნოჰგლიჯა,გამოჰგლიჯა
გრიმსტვნი,გრიმსვეტნი
სეოჭრის,შემოჭრის
ლაუღმად,ლაღუმად
ლუჰდმილა,ლუდმილა
ბენგალიაში,ბენგალიაში
ახარხარხა,ახარხარდა
ადფამიმისას,ადამინისას
საქმანობაგა,საქმიანობათა
უიტინჯგემი,უიტინგემი
მმკშივნია,მომშივნია
თავისმოსრა,თავისმოჭრა
ფდესვებიე,ფესვების
ენერგიბეის,ენერგიების
აშანა,ჰაშანა
ამპრატავანლ,ამპარტავანი
დაღმასვლა,დაღმასვლა
დიბატია,დინასტია
შიშვლკიანაზ,შიშვლიკანა
ოდესაქ,ოდესას
ხილკვოა,ხილკოვა
საიტ,საიტ
დაპირებჰებს,დაპირებებს
გაიწუილ,გაიწუილა
დიახ,დიახ
ბარჟებისათვის,ბარჟებისათვის
სამშვილდეში,სამშვილდეში
ოკნოსაეი,ოკონსარი
სავარაუდებელი,სავარაუდებელი
ავიქნიე,ავიქნიე
დასაქცოებულმა,დასახლებულმა
ფედერალუმრა,ფედერალურმა
შემოსკუპუოი,შემოსკუპული
ნანეიშვილი,ნანეიშვილი
სეოოსანმა,ხელოსანმა
ბურბუშელა,ბურბუშელა
ავცბედითი,ავბედითი
საფუფჩუოი,დაფუფჩული
ვანაოძტი,ვანაძორი
გამოგზავნ,გამოგზავნე
ნეთანიაჰუ,ნეთანიაჰუ
ძოი,ძიი
ეაკვებიც,საკვებიც
შემბრუნდა,შემობრუნდა
ცეცხსსსროლი,ცეცხსასროლი
პრკოოფი,პროკოფი
ივრითის,ივრითის
სალაფავიაინ,სალაფავიანი
არაეო,არქეო
არცევი,არცევი
პოლკოვნიიკ,პოლკოვნიკი
აქტივობას,აქტივობას
ჰომბომ,ტომბომ
ალენტეჟუს,ალენტეჟუს
აღვეწრ,აღვწერ
მოგვაგონესბ,მოგვაგონებს
ტრეტიაკოვიწ,ტრეტიაკოვის
კნიაზევებთან,კნიაზევებთან
საათაბგაო,საათაბაგო
ლაჟვარდოვანი,ლაჟვარდოვანი
მოპირდაიპრსხი,მოპირდაპირის
ოთახებისკენ,ოთახებისკენ
პოტენციალი,პოტენციალი
დელ,დელ
აქვეყტნად,ამქვეყნად
ჩაასტერდა,ჩააშტერდა
არეალს,არეალს
რინტი,რინგი
ვრბჯნდებოდთი,ვბრუნდებოდით
დაქღფმართს,დაღმართს
ფილოსოფკუდ,ფილოსოფიურ
დასეებსა,დასდებდა
ქადუხნივილი,ქარუხნიშვილი
ხომი,ხომი
აომხატულიყო,გამოხატულიყო
დოსითოეზი,დოსითეოზი
ბონეს,ბონერს
იაკოის,იაკობის
ვაკთეებდხეთ,ვაკეთებდეთ
დამარღვევინებთ,დამარღვევინებთ
აარბებს,აჭარბებს
ჩამოსულს,ჩამოსულს
კვარხირიშ,კვარხითში
კროტონელი,კროტონელი
ჩიმპკ,ჩიმპი
მოცემა,მოცემა
ტფილელის,ტფილელის
მატეირასა,მატერიასა
დამატებების,დამატებების
მომაქირაევ,მომაქირავე
კიდუერბ,კიდურები
გუატეხლი,გაუტეხელი
რესპუბლიკაა,რესპუბლიკაა
ოში,დოში
თავისთავადდ,თავისთავადად
ლიბანი,ლიბანში
ოკუპანტევისგან,ოკუპანტებისგან
ლპეენდარულ,ლეგენდარულ
მკვლევრეისთვის,მკვლევრებისთვის
გუმინულ,რუმინულ
მატერღიას,მატერიას
საქმესას,საქმესა
ამომჩემე,ამომიჩემე
კლიმატეზ,კლიმატზე
აროპაგს,არეოპაგს
თყავია,ტყავია
ფათაჰ,ფათაჰ
კაროჭაშვილისა,კარიჭაშვილისა
სეილემი,სეილემი
ბიზანტიელების,ბიზანტიელების
ცეცოდინები,ვეცოდინები
ცვინგეგიხ,ცვინგერის
წამიღო,წამიღო
ოსკარითა,ოსკარითა
სინიტირო,სინიტირო
სწავლებისთვის,სწავლებისთვის
პოლიცაიმ,პოლიციამ
მოიძიოთ,მოიძიოთ
მაზროვნეთა,მოაზროვნეთა
ჰეროცგ,ჰერცოგ
დენიზის,დენიზის
ქუჩებმაწ,ქუჩებმა
პატროკეკ,პატროკლე
დაეცვა,დაეცვა
ძლადობითვე,ძალადობითვე
ელვინის,კელვინის
თითის,თითის
დაეხსნენ,დაეხსნენ
ელჯკონიდა,ელიკონიდა
თაანასე,ათანასე
დაჩდხა,დაჩეხა
შეიადა,შეიცადა
ტემპერატურა,ტემპერატურა
ჭეშმარიტებწსთან,ჭეშმარიტებასთან
ორკესტრობაში,ორკესტრობაში
საძირკველში,საძირკველში
კეიილნებებთ,კეთილინებებთ
კქცებზე,კაცებზე
ზოგჯში,ზოგიში
ვეზირიუს,ვეზირის
ბაზრპბებზე,ბაზრობებზე
მეტსაელხს,მეტსახელს
პატირკი,პატრიკი
ზღვას,ზღვას
ნიკოაძე,ნიკოლაძე
შეიქმნზს,შეიქმნას
ომეციო,მომეციო
თსნამეფობი,თანამეფობის
გაგვთამმუსვტეად,თაგვთამმუსვრელად
ბროლისა,ბროლისა
პლუტონმა,პლუტონმა
წააგეჰ,წააგებ
მეფნიერებააე,მეცნიერებაზე
უოლტონო,უოლტონი
მოკლულცჯ,მოკლულიც
კულტოვირებ,კულტივირება
პეტორ,პეტრო
კაკშაიწი,კაშკაიში
რესპულბიკებთნა,რესპუბლიკებთან
გადავაგდე,გადავაგდე
მლსდის,მოსდის
პოღტუგსლეილები,პორტუგალიელები
დანაშაულობათა,დანაშაულობათა
დროებს,დროება
ნიუჰეტერი,ნიუჰეტერი
მათგანია,მათგანია
ჰოლკოსტი,ჰოლოკოსტი
წკრიალთჯ,წკრიალით
ჭიკაია,ჭილაია
მიდრტეკილება,მიდრეკილება
დოკუმენტიაცია,დოკუმენტიაცია
უყენია,უყენია
მხლოოდღა,მხოლოდღა
კლუბთან,კლუბთან
საეჰრცოგოს,საჰერცოგოს
თევდორე,თევდორე
მეჯოგეჰრ,მეჯოგეურ
ლქმბახზში,ლამბახში
ერისი,ერისი
აღაბაბიანი,აღაბაბიანი
მსუბუქი,მსუბუქია
ცუზე,ცუზე
სისულლევ,სისულელეც
რვაასი,რვაასი
შექმნსმდე,შექმნამდე
ქვეეყნებლშ,ქვეეყნებში
წამპქულიყო,წამოსულიყო
დამიდვიტ,დამიდვიტ
მთაწმიჰდლს,მთაწმინდლის
სრიუ,სრი
ხელეუხებელი,ხელშეუხებელი
მიუთითებდა,მიუთითებდა
კამლი,კამილ
ოროფესორი,პროფესორი
სააზრფლი,საზარელი
ბუტბუტებდა,ბუტბუტებდა
ოთფჰქლმოლოგია,ოფთალმოლოგია
ტრუისტული,ტურისტული
გამოვსახავთ,გამოვსახავთ
ლიტვაში,ლიტვაში
აღსასრულჯ,აღსასრული
ტანმოვარჯიშე,ტანმოვარჯიშე
ოაროდი,პაროდი
პროვოკწციების,პროვოკაციების
ორნამენტები,ორნამენტები
მაერადაც,ამჯერადაც
კუავშირბეს,უკავშირებს
მფრამდენედ,მერამდენედ
აბდულაგიო,აბდულაჰი
რაზმით,რაზმით
გამოიკვეთა,გამოიკვეთა
მრავალჟამიერშიც,მრავალჟამიერშიც
სკირპტლი,სკრიპტული
შედცოაა,შეცდომაა
აშქშ,აშშ
ადააფარეშ,გადააფარეს
მეჭაამ,მეჭამა
ბირუნი,ბირუნი
ქრონიკაი,ქრონიკაში
ნეკნეი,ნეკნები
საწოლიდან,საწოლიდან
იხასარს,იახსარს
პტკინის,პიტკინის
ტრეაქტორიბის,ტრაექტორიების
საჩხიედან,საჩხერიდან
გავლეებმა,გავლენებმა
დაკითხივსა,დაკითხვისა
შეედარსბინათ,შეედარებინათ
სეუბერა,შეუბერა
კრიტერიუმის,კრიტერიუმის
ეიწმა,წიწმა
ინოტუვე,სინოტივე
ეარჩა,დარჩა
გინზბერგი,გინზბერგი
მნაძილებთან,მანძილებთან
კილომეტრია,კილომეტრია
ოკეანურას,ოკეანურსა
ზრაგობაში,აბრაგობაში
დიდა,დიად
თავმოყრილ,თავმოყრილ
ჩიხეთბან,ჩიხებთან
ხაზისა,ხაზისა
შემოერტყნენ,შემოერტყნენ
სტუმრობას,სტუმრობას
სძლიეყ,სძლიეთ
ნოტარიუსი,ნოტარიუსი
მარიოლი,მარილი
ნავთობპროდუქტების,ნავთობპროდუქტების
ნახვარმთვრე,ნახევარმთვარე
აპრტიზანულ,პარტიზანულ
მეცადიჯნებდა,მეცადინეობდა
კლიტემ,კლიტემ
აერთისებთ,აერთიანებთ
ტორამლიზმიას,ფორმალიზმისა
მეასედი,მეასედი
ღგოლებს,რგოლებს
კლბუიდსნ,კლუბიდან
მუსიკაზეც,მუსიკაზეც
აღათოპოფი,აღათოპოდი
სამგანზოიმლებიანი,სამგანზომილებიანი
ჟღერადობის,ჟღერადობის
გამოსახლებულნს,გადმოსახლებულმა
მმოიტროალდა,მომიტრიალდა
ერთნაირიც,ერთნაირიც
დვაუშვებთ,დავუშვებთ
სპორტს,სპორტს
მეფ,მერ
მიფეცი,მივეცი
დავები,დავები
ბახმრო,ბახმარო
ბოსელი,ბოსელი
ცბიერი,ცბიერი
დაკვალავ,დაკვალვა
ჟმანეტ,ჟანეტ
სიცილიგი,სიცილიური
გადავაპაერ,გადავაპარე
შრერს,შრეს
კამათში,კამათში
უცოდველთა,უცოდველთა
მიმვიყწებოად,მიმვიწყებოდა
მსოავლელი,მოსავლელი
უმოქმწდობდ,უმოქმედობად
ლზი,ლიზ
სადამ,სადამ
ჩეხოსლოვალიისა,ჩეხოსლოვაკიისა
შიმაბარას,შიმაბარას
ჩამომართმევენ,ჩამომართმევენ
ხეობაა,ხეობათა
გოინოზე,გონიოზე
ანტიკვარი,ანტიკვარი
გამოაშკარავებულია,გამოაშკარავებულია
რეგიონისთვის,რეგიონისათვის
ჩინეჰსა,ჩინეთსა
ვიტნადი,ვიტანდი
ქსელია,ქსელია
ალხნას,აიხნას
დოსიეში,დოსიეში
ჩივილითა,ჩივილითა
მოუხდაქთ,მოუხდათ
გაფჯჭდაო,გაფუჭდაო
მოაკითხზავენ,მოაკითხავენ
სასთუმლისკენ,სასთუმლისკენ
ჯანშვილს,ჯანაშვილს
ცუგსთან,ცუგოსთან
უბლგაკომვა,ბულგაკოვმა
სჯქტჯვკარი,სიქტივკარი
საჭიროც,საჭიროც
გავნძრელვარ,გავნძრეულვარ
კელნეჯეგიძე,კელენჯერიძე
ხაკვნეტა,ჩაკვნეტა
შეუჩივპაი,შეუჩივლია
პოლეონიკ,პოლკოენიკ
კვებეკ,კვებეკ
ცოსვრებისელუ,ცხოვრებისეულ
მობჯენილი,მობჯენილი
მონობითა,მონობითა
ჯანდადვიზ,ჯანდაცვის
იუმორის,იუმორის
კიესიმ,კეისიმ
კვნესითა,კვნესითა
გასაერცხად,გასარეცხად
ბიმგუ,ბინგუ
უპილოტო,უპილოტო
სტეპებით,სტეპებით
იკონოგრაიის,იკონოგრაფიის
ლორნბფრგი,კორნბერგი
იგვიწვდება,მიგვიწვდება
ალყაშია,ალყაშია
როსტმნა,როსტომმა
ფართოჰია,ფართობია
დეკოირატილულობა,დეკორატიულობა
ორმოში,ორმოში
მესვეჯრთა,მესვეურთა
ნორბერტყო,ნორბერტო
ყენეზისი,გენეზისი
ჯესიკა,ჯესიკა
ცანგრძლივით,ხანგრძლივით
გუდნააბსდი,გუდანაბადი
ზნაუტის,ზნაურის
კანატია,კანატია
ოიშის,ოჟიშის
რატიზნი,რატიანი
სიზიგვი,სიზიგი
რეიმებთან,რეჟიმებთან
ავიღეთ,ავიღეთ
აუზი,აუზი
ომჯტეტმა,კომიტეტმა
დაიცვაჰ,დაიცვათ
სიხაგუის,სიხარულის
იადეტურ,იაფეტურ
იწსყებენ,იწყებენ
ქურდეიბსგან,ქურდებისგან
გაიგზავნა,გაიგზავნა
ბეატრიქსი,ბეატრიქსი
აღუ,აღსუ
ნჯოია,ნოია
განცვვიფგრდი,განვცვიფრდი
ტამილი,ტამილი
შემოერთდბსი,შემოერთების
წწყვიტა,აწყვიტა
ჯაზდოაქრთა,ჯადოაქრთა
ჯილდოა,ჯილდოა
ეზობის,ზეობის
სამეოდაათაგანნი,სამეოცდაათთაგანნი
იყნპსა,იყნოსა
ჩათვილ,ჩათვლი
თანამრგობრობამ,თანამეგობრობამ
მლბრუნწბულიყო,მიბრუნებულიყო
გადმოტრიაელბუილ,გადმოტრიალებული
იმპრესიონისტების,იმპრესიონისტების
ოთხთვიანი,ოთხთვიანი
გაშპაროვიჩი,გაშპაროვიჩი
ყოჩიაანი,ყოჩიაანი
მროთხედით,მეოთხედით
წდებებს,წოდებებს
უვლიან,უვლიან
დაულსგებელუ,დაულაგებელი
ონრტჰაიმუ,ნორტჰაიმი
პერტიოდებთან,პერიოდებთან
კოლხურად,კოლხურად
შვედეთში,შვედეთში
ქჯთისელიც,ქუთაისელიც
ჩემთვინ,ჩემთვინ
მდილელთა,მიდიელთა
ელწქტროფიკაცია,ელექტროფიკაცია
მესიწ,მესია
ვალხიმორ,ვალდიმირ
მომსახურბი,მომსახურბის
თავიესუფლებაც,თავისუფლებაც
ჭაბუკს,ჭაბუკს
მუაფარ,მუზაფარ
ქაღალდსფერი,ქაღალდისფერი
ძამიშხევის,ძამისხევის
შეუწყნარებლობა,შეუწყნარებლობა
რეჩიატტივი,რეჩიტატივი
ქვწუნებიია,ქვეყნებიია
გაომიფიტა,გამოიფიტა
რიყნალებით,რიყნალებითა
მოვალსობა,მოვალეობა
დობორჯგინიძკს,დობორჯგინიძის
ხელოვბენბამ,ხელოვნებამ
კვერა,კვეთა
ფოგორაღც,როგორღაც
დაცალსე,დაცალეს
გაის,ტაის
ალიანელთსგან,არიანელთაგან
ჩაომმიანოს,ჩამომიტანოს
შეიწკინდა,შეიწმინდა
პროდუქციკწს,პროდუქციას
დამრეცი,დამრეცი
მკიეია,მკიდია
გარდაქცევისავთის,გარდაქცევისათვის
გამიფრიდზ,გამიფრინდა
სიდიდეებსი,სიდიდეების
ბოდოსა,ბორდოსა
გამოგონებულმა,გამოგონებულმა
ასაბმლეამ,ასამბლეამ
გატრლსლდა,გატრიალდა
ალგერტო,ალბერტო
ონნი,ომნი
მოიდგა,მოიდგა
სსბადებელი,საბადებელი
იომიდე,დიომიდე
სიუს,სიუს
ტეტასდრაქმა,ტეტრადრაქმა
ბობოქრობდაზ,ბობოქრობდა
სღულყოფა,სრულყოფა
რკყეში,რიყეში
ერეთო,ერეთო
მთაწმიედლთან,მთაწმიდელთან
ლომნოოსოვლ,ლომონოსოვო
მსიკათმცოდნეების,მუსიკათმცოდნეების
ნლკლოაძემ,ნიკოლაძემ
მოგიდან,მორიდან
ვადების,ვადების
ამმაგოფილესბ,აკმაყოფილებს
მსვლელობაში,მსვლელობაში
გააირვის,გაწირვის
ფელდშფიც,ფელდშერიც
პინამები,პინაკები
ყლვჩაყურ,ყივჩაყურ
ხატრომავტიკა,ასტრონავტიკა
სახელზე,სახელზე
შეუქცევაფი,შეუქცევადი
ქიმი,ექიმი
ბაგისმიუერი,ბაგისმიერი
საიდანღა,საიდანღა
არბორთი,არბოეთი
მოკსლით,მოკალით
მოთხოვნილებაა,მოთხოვნილებათა
შავიზღვისპირეთის,შავიზღვისპირეთის
ენმდობდოა,ენდობოდა
მოახედნდა,მოახდენდა
ზოგადდედამიწისმცოდნეობა,ზოგადდედამიწისმცოდნეობა
ნავსადგურში,ნავსადგურში
ავთანდიოლივჩის,ავთანდილოვიჩის
ბოიზოს,ბოიზის
ინჟიერი,ინჟიერი
ემალ,ჯემალ
ჩაერძინჯებოდა,ჩაეძინებოდა
გადახდას,გადახდას
ლიტრეატორი,ლიტერატორი
დატწმუდება,დარწმუნდება
მიღრბა,მიღება
ეინა,ეინა
სრულყოფს,სრულყოფს
ერთმანუალიან,ერთმანუალიან
ბაგრადას,ბაგრადას
ალაპაზრაკდა,ალაპარაკდა
კეიაგმა,კეისარმა
ზონგერი,ზინგერი
გაწუწკებულმა,გაწუწკებულმა
დერძის,ანდერძის
აცთა,კაცთა
უღაანი,ბუღაანი
ბაცშვებისა,ბავშვებისა
მომუშავწთა,მომუშავეთა
ღმა,აღმა
თავისუფლებაში,თავისუფლებაში
კომინუსი,კომინუსი
ღვინოები,ღვინოები
გაგვაუბედუროს,გაგვაუბედუროს
გაბატონებას,გაბატონებას
წინქსწარხედვა,წინასწარხედვა
მვდელს,მღვდელს
ცხენკეჰილნი,ცხენკეთილნი
სიასაც,სიასაც
კეთროვნის,კეთროვნის
ეზარ,ეზრა
არავენ,ფარავენ
ადმიეხდეთ,დამიხედეთ
იქცევდნენ,იქცევდნენ
ევროპარლამენტმა,ევროპარლამენტმა
ივგინდარა,ვიგინდარა
გავლახო,გავლახო
პერიფერია,პერიფერია
გბაადღული,გაბადრული
უფსალიე,უფსალის
აფხწზურ,აფხაზურ
სეზონური,სეზონური
ოსმანთა,ოსმანთა
ბორში,ბორში
დვქემდებარებქ,დაქვემდებარება
დირცხვილჯს,სირცხვილის
კოისურვა,მოისურვა
მიწღეულ,მიღწეულ
მძორიღა,მძორიღა
რაჭველები,რაჭველები
პაპერტი,პაპერტი
სამღვდელიების,სამღვდელოების
ვჯტენბურგსი,ვიტენბურგის
მუბუუტ,მუბუტუ
კაიუერლი,კაიუმელი
აეღოთ,აეღოთ
გეცოიდნებდა,გეცოდინებოდა
გადაბირებას,გადაბირებას
ენკერჩხლისხ,ნეკერჩხლის
მპმიჯდა,მომიჯდა
ჭირისუფლები,ჭირისუფლები
მოფენილი,მოფენილი
დზთვლილი,დათვლილი
ორათორი,ორატორი
შემზარავი,შემზარავი
ბდაგე,ბრაგე
პლატორმა,პლატფორმა
ბატის,ბატის
ვნმეა,ვინმეა
რეკურსიულია,რეკურსიულია
დამიხასეს,დამიძახეს
მშრონელი,მშრომელი
ტაბენისიოტეილ,ტაბენისიოტელი
მიწათმოქმედწბა,მიწათმოქმედება
ტარივედიევი,ტარივერდიევი
ქოლხურ,კოლხურ
უძლრველ,უძლეველ
ლანონებჯდან,კანონებიდან
სტრაგტეია,სტრატეგია
ქმნულთქ,ქმნულთა
გუშაგისთვის,გუშაგისთვის
ვოლოცკელი,ვოლოცკელი
ტავიდან,თავიდან
უჯარათულ,გუჯარათულ
მოსლუებს,მოსულებს
გვთხოვა,გვთხოვა
კოდექსს,კოდექსს
სამყაროსთვის,სამყაროსთვის
იმპრესიონისტთქ,იმპრესიონისტთა
ლაოის,ლაოსი
შერახცა,შერაცხა
ოქრა,ქორა
ერაი,ერია
გუსაგს,გუშაგს
გაგვიზიაროს,გაგვიზიაროს
წივურიმ,წიფურიამ
სააბრაგჰოდ,სააბრაგოდ
მექსიკელი,მექსიკელი
ჩამოიგრღა,ჩამოინგრა
სკლპ,სკკპ
ჟოზეფ,ჟოზეფ
მლრზა,მირზა
დამიდაურა,დამიდასტურა
მაგალის,მაგალის
ცირეცლიდ,ცირცელის
დიაკაგრნენ,დაიკარგნენ
წინასწარმცედველი,წინასწარმხედველი
არმძციხესთან,არმაზციხესთან
პატიმღებიდან,პატიმრებიდან
მმიწეეს,მომიწეეს
ტექნიჯკასთან,ტექნიკასთან
ოფსეტმა,ფოსეტმა
მომეკალი,მომეკალი
კადრიოლოგი,კარდიოლოგი
ვინერი,ვინერი
ვათუმთა,ბათუმთან
აქინ,აქინ
სესტორს,სექტორს
კათოლციზიმ,კათოლიციზმი
ონომასტიკ,ონომასტიკა
კორდერო,კორდერო
მთინაეთი,მთიანეთი
ნაშრლმში,ნაშრომში
სნფოჯიეტა,სინფონიეტა
ტოლჩა,ტოლჩა
ხუროთმოძღვრული,ხუროთმოძღვრული
ვიცნხა,ვინცხა
დანაყოფებჯა,დანაყოფებმა
გფასაგონად,გასაგონად
უბერნატორის,გუბერნატორის
უორსტერი,უორსტერი
ადიროვი,კადიროვი
აუხსნაი,აუხსნია
რეპუტაციის,რეპუტაციის
ნავთონმფლობჰელოგა,ნავთობმფლობელობა
გაფანტვა,გაფანტვა
კეთილისმსურველ,კეთილისმსურველ
ძვეობის,ძველბის
გამჭვირვალობის,გამჭვირვალობის
რაქლერმა,დრაქსლერმა
აუკეთო,გაუკეთო
ინტერვენცაი,ინტერვენცია
ჟოლი,ჟოლი
სიწმაყემ,სიამაყემ
ანბანოვანი,ანბანოვანი
პორტვეიი,პორტვეინი
ნელერიშ,ნელერის
მაგაპიმაც,მაგალიმაც
გუადამ,გუარამ
მადლენილთა,მადლფენილთა
თბეაიდლეი,თებაიდელი
ევტრორი,ევტროფი
მიმარვის,მიმართვის
გაიზრდა,გაიზრდა
ტოპონიმია,ტოპონიმია
ცვა,ცივა
პარაუნთი,პარამაუნთი
ჰერშწლი,ჰერშელი
შევეცეოდით,შევექცეოდით
ამაზე,ამაზე
ყმებიც,ყმებიც
წლოცანება,წლოვანება
გამოსასყიდის,გამოსასყიდის
ბურების,ბურების
მეთილშბოილებამ,კეთილშობილებამ
ფაშისტებსამფი,ფაშისტებისადმი
